READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-06-02-4-4.txt
STORE Businessmen
RECALL Businessmen
PGM Egalitarian.pgm 2 1
SET 12 12 1
SET 12 14 1
SET 13 0 1
SET 13 7 1
SET 13 10 1
SET 13 11 1
SET 13 12 1
SET 13 13 1
SET 13 14 1
SET 13 15 1
SET 13 16 1
SET 13 17 1
SET 13 18 1
STORE Beneficial
SET 0 0 0
SET 0 1 0
SET 0 2 0
SET 0 5 1
SET 0 7 1
SET 0 8 1
SET 0 14 1
SET 0 15 0
SET 1 3 0
SET 1 10 1
SET 1 12 1
SET 1 14 0
SET 1 15 1
SET 1 16 0
SET 1 17 0
SET 1 18 1
SET 1 19 1
SET 2 1 1
SET 2 2 1
SET 2 3 0
SET 2 4 1
SET 2 6 0
SET 2 9 1
SET 2 10 0
SET 2 15 0
SET 2 16 0
SET 3 0 1
SET 3 2 1
SET 3 3 0
SET 3 5 1
SET 3 7 1
SET 3 8 0
SET 3 9 1
SET 3 10 0
SET 3 19 1
SET 4 1 0
SET 4 4 0
SET 4 8 0
SET 4 9 0
SET 4 10 0
SET 4 14 0
SET 4 15 0
SET 4 16 1
SET 4 18 0
SET 5 0 1
SET 5 1 0
SET 5 3 1
SET 5 5 0
SET 5 11 1
SET 5 12 1
SET 5 18 1
SET 5 19 0
SET 6 0 1
SET 6 2 1
SET 6 3 1
SET 6 4 0
SET 6 7 1
SET 6 10 0
SET 6 11 1
SET 6 12 0
SET 6 15 0
SET 6 17 0
SET 6 19 1
SET 7 2 0
SET 7 5 1
SET 7 8 1
SET 7 9 0
SET 7 12 1
SET 7 13 0
SET 7 15 0
SET 7 16 1
SET 7 17 1
SET 7 18 0
SET 7 19 1
SET 8 0 0
SET 8 7 1
SET 8 8 1
SET 8 17 0
SET 9 1 0
SET 9 3 0
SET 9 7 1
SET 9 10 1
SET 9 12 1
SET 9 13 0
SET 9 14 1
SET 9 19 1
SET 10 0 0
SET 10 3 1
SET 10 5 1
SET 10 6 1
SET 10 8 1
SET 10 10 0
SET 10 11 0
SET 10 12 0
SET 10 15 0
SET 10 16 0
SET 10 18 1
SET 10 19 1
SET 11 1 0
SET 11 2 1
SET 11 3 1
SET 11 4 0
SET 11 6 1
SET 11 10 1
SET 11 11 0
SET 11 14 1
SET 11 15 0
SET 11 16 0
SET 12 0 0
SET 12 1 1
SET 12 2 0
SET 12 3 1
SET 12 4 0
SET 12 7 1
SET 12 10 1
SET 12 11 0
SET 12 12 0
SET 12 13 1
SET 12 15 1
SET 12 17 1
SET 12 19 1
SET 13 1 1
SET 13 2 1
SET 13 4 1
SET 13 10 0
SET 13 11 0
SET 13 14 0
SET 13 15 0
SET 13 17 0
SET 13 18 0
SET 13 19 1
STORE Correlate
EMPTY 15 7
SET 0 1 1
SET 0 2 1
SET 0 4 1
SET 0 5 1
SET 1 0 1
SET 1 2 1
SET 1 5 1
SET 1 6 1
SET 2 1 1
SET 2 2 1
SET 2 3 1
SET 2 4 1
SET 2 5 1
SET 2 6 1
SET 3 2 1
SET 3 3 1
SET 3 6 1
SET 4 1 1
SET 4 4 1
SET 4 5 1
SET 4 6 1
SET 5 0 1
SET 5 1 1
SET 6 2 1
SET 6 3 1
SET 6 4 1
SET 7 2 1
SET 7 3 1
SET 7 4 1
SET 7 5 1
SET 7 6 1
SET 8 0 1
SET 8 1 1
SET 8 4 1
SET 8 5 1
SET 8 6 1
SET 9 0 1
SET 9 1 1
SET 9 5 1
SET 9 6 1
SET 10 1 1
SET 10 2 1
SET 10 3 1
SET 10 4 1
SET 10 6 1
SET 11 0 1
SET 11 1 1
SET 11 3 1
SET 12 5 1
SET 13 0 1
SET 13 2 1
SET 13 3 1
SET 13 6 1
SET 14 0 1
SET 14 3 1
STORE Wolf
SET 0 4 0
SET 0 5 0
SET 1 0 0
SET 1 1 1
SET 1 2 0
SET 1 3 1
SET 1 5 0
SET 2 0 1
SET 2 1 0
SET 2 3 0
SET 2 5 0
SET 2 6 0
SET 3 0 1
SET 3 1 1
SET 3 2 0
SET 3 5 1
SET 4 0 1
SET 4 1 0
SET 4 4 0
SET 4 6 0
SET 5 1 0
SET 5 2 1
SET 5 3 1
SET 5 4 1
SET 5 6 1
SET 6 1 1
SET 6 3 0
SET 6 4 0
SET 6 5 1
SET 6 6 1
SET 7 0 1
SET 7 1 1
SET 7 2 0
SET 7 3 0
SET 7 6 0
SET 8 5 0
SET 8 6 0
SET 9 0 0
SET 9 3 1
SET 10 0 1
SET 10 1 0
SET 10 2 0
SET 10 3 0
SET 10 5 1
SET 10 6 0
SET 11 1 0
SET 11 2 1
SET 11 4 1
SET 11 5 1
SET 12 0 1
SET 12 1 1
SET 12 2 1
SET 12 3 1
SET 12 4 1
SET 13 1 1
SET 13 2 0
SET 13 4 1
SET 14 1 1
SET 14 2 1
SET 14 3 0
SET 14 4 1
STORE Roost
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-03-05-3-2.txt
STORE Bouquet
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-03-03-3-0.txt
STORE Triumphant
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-04-02-4-4.txt
STORE Michaelangelo
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-06-05-4-2.txt
STORE Amply
EMPTY 3 2
SET 0 0 1
SET 0 1 1
SET 1 0 1
SET 2 0 1
SET 2 1 1
STORE Beatify
SET 2 0 0
SET 2 1 0
STORE Emphysema
EMPTY 6 15
SET 0 0 1
SET 0 4 1
SET 0 6 1
SET 0 13 1
SET 0 14 1
SET 1 1 1
SET 1 2 1
SET 1 3 1
SET 1 5 1
SET 1 7 1
SET 1 8 1
SET 1 9 1
SET 1 10 1
SET 1 11 1
SET 1 12 1
SET 1 13 1
SET 1 14 1
SET 2 0 1
SET 2 1 1
SET 2 3 1
SET 2 4 1
SET 2 5 1
SET 2 6 1
SET 2 9 1
SET 2 10 1
SET 2 11 1
SET 2 13 1
SET 2 14 1
SET 3 1 1
SET 3 3 1
SET 3 6 1
SET 3 10 1
SET 3 11 1
SET 4 0 1
SET 4 1 1
SET 4 2 1
SET 4 4 1
SET 4 5 1
SET 4 11 1
SET 4 12 1
SET 4 13 1
SET 5 5 1
SET 5 7 1
SET 5 8 1
SET 5 11 1
SET 5 12 1
SET 5 13 1
STORE Antecedent
SET 0 0 0
SET 0 2 1
SET 0 3 1
SET 0 7 1
SET 0 8 1
SET 1 3 0
SET 1 4 1
SET 1 8 0
SET 1 9 0
SET 1 10 0
SET 1 13 0
SET 1 14 0
SET 2 0 0
SET 2 1 0
SET 2 2 1
SET 2 3 0
SET 2 7 1
SET 2 8 1
SET 2 9 0
SET 2 11 0
SET 2 12 1
SET 3 0 1
SET 3 1 0
SET 3 2 1
SET 3 3 0
SET 3 4 1
SET 3 5 1
SET 3 8 1
SET 3 10 0
SET 3 12 1
SET 4 1 0
SET 4 2 0
SET 4 3 1
SET 4 4 0
SET 4 5 0
SET 4 6 1
SET 4 7 1
SET 4 10 1
SET 5 1 1
SET 5 2 1
SET 5 5 0
SET 5 6 1
SET 5 7 0
SET 5 8 0
SET 5 9 1
SET 5 10 1
SET 5 11 0
SET 5 14 1
STORE Davis
EMPTY 6 3
SET 0 0 1
SET 0 1 1
SET 1 0 1
SET 1 2 1
SET 2 1 1
SET 2 2 1
SET 3 0 1
SET 4 1 1
SET 4 2 1
SET 5 0 1
SET 5 2 1
STORE Tnt
SET 0 0 0
SET 0 2 1
SET 1 0 0
SET 1 1 1
SET 1 2 0
SET 2 0 1
SET 2 1 0
SET 3 0 0
SET 3 1 1
SET 4 1 0
SET 5 0 0
STORE Faber
EMPTY 6 7
SET 0 0 1
SET 0 3 1
SET 1 1 1
SET 1 3 1
SET 1 5 1
SET 2 0 1
SET 2 2 1
SET 2 5 1
SET 3 2 1
SET 3 5 1
SET 3 6 1
SET 4 3 1
SET 4 4 1
SET 4 6 1
SET 5 1 1
SET 5 2 1
SET 5 3 1
SET 5 4 1
STORE Councilwoman
SET 0 0 0
SET 0 1 1
SET 0 2 1
SET 0 4 1
SET 0 5 1
SET 1 1 0
SET 1 5 0
SET 1 6 1
SET 2 0 0
SET 2 4 1
SET 2 6 1
SET 3 0 1
SET 3 1 1
SET 3 2 0
SET 3 3 1
SET 4 0 1
SET 4 1 1
SET 4 2 1
SET 4 5 1
SET 5 0 1
SET 5 1 0
SET 5 4 0
SET 5 6 1
STORE Burglar
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-04-07-4-1.txt
STORE Monstrous
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-06-02-4-1.txt
STORE Dishwater
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-03-12-4-1.txt
STORE Anecdote
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-06-10-4-1.txt
STORE Groundskeep
ALL
RECALL Portuguese
+= 2 1
STORE Defrost
PGM Danube.pgm 3 0
RECALL Extracurricular
PGM Fortuitous.pgm 6 0
RECALL Finnish
SWAP 1 2
STORE Krypton
PGM Bikini.pgm 5 2
RECALL Calamitous
PRINT 18
EMPTY 12 19
SET 0 0 1
SET 0 3 1
SET 0 9 1
SET 0 12 1
SET 0 14 1
SET 0 15 1
SET 0 16 1
SET 0 17 1
SET 0 18 1
SET 1 0 1
SET 1 1 1
SET 1 2 1
SET 1 4 1
SET 1 14 1
SET 1 16 1
SET 1 17 1
SET 2 0 1
SET 2 1 1
SET 2 3 1
SET 2 8 1
SET 2 9 1
SET 2 10 1
SET 2 12 1
SET 2 14 1
SET 2 15 1
SET 3 0 1
SET 3 2 1
SET 3 9 1
SET 3 10 1
SET 3 11 1
SET 3 13 1
SET 3 14 1
SET 3 18 1
SET 4 1 1
SET 4 3 1
SET 4 4 1
SET 4 5 1
SET 4 9 1
SET 4 11 1
SET 4 12 1
SET 4 13 1
SET 4 15 1
SET 5 0 1
SET 5 1 1
SET 5 2 1
SET 5 4 1
SET 5 9 1
SET 5 10 1
SET 5 11 1
SET 5 12 1
SET 5 14 1
SET 5 15 1
SET 5 17 1
SET 5 18 1
SET 6 0 1
SET 6 1 1
SET 6 2 1
SET 6 4 1
SET 6 5 1
SET 6 10 1
SET 6 11 1
SET 6 12 1
SET 6 14 1
SET 6 16 1
SET 6 17 1
SET 6 18 1
SET 7 1 1
SET 7 3 1
SET 7 5 1
SET 7 9 1
SET 7 10 1
SET 7 13 1
SET 7 14 1
SET 7 15 1
SET 7 16 1
SET 7 17 1
SET 8 0 1
SET 8 2 1
SET 8 6 1
SET 8 8 1
SET 8 9 1
SET 8 11 1
SET 8 18 1
SET 9 0 1
SET 9 1 1
SET 9 3 1
SET 9 5 1
SET 9 7 1
SET 9 9 1
SET 9 11 1
SET 9 12 1
SET 9 14 1
SET 9 16 1
SET 9 17 1
SET 9 18 1
SET 10 2 1
SET 10 5 1
SET 10 6 1
SET 10 9 1
SET 10 11 1
SET 10 15 1
SET 11 1 1
SET 11 3 1
SET 11 8 1
SET 11 10 1
SET 11 11 1
SET 11 12 1
SET 11 13 1
SET 11 14 1
SET 11 15 1
SET 11 16 1
SET 11 17 1
SET 11 18 1
STORE Rebutting
SET 0 1 1
SET 0 4 1
SET 0 5 1
SET 0 9 0
SET 0 13 1
SET 0 16 0
SET 0 18 0
SET 1 0 0
SET 1 2 0
SET 1 4 0
SET 1 10 1
SET 1 11 1
SET 1 12 1
SET 1 13 1
SET 1 14 0
SET 1 15 1
SET 1 16 0
SET 1 17 0
SET 1 18 1
SET 2 3 0
SET 2 4 1
SET 2 5 1
SET 2 6 1
SET 2 7 1
SET 2 12 0
SET 2 13 1
SET 2 14 0
SET 2 15 0
SET 2 16 1
SET 2 17 1
SET 3 1 1
SET 3 2 0
SET 3 6 1
SET 3 7 1
SET 3 9 0
SET 3 13 0
SET 3 16 1
SET 4 1 0
SET 4 3 0
SET 4 5 0
SET 4 6 1
SET 4 9 0
SET 4 11 0
SET 4 15 0
SET 4 18 1
SET 5 3 1
SET 5 4 0
SET 5 7 1
SET 5 8 1
SET 5 11 0
SET 5 14 0
SET 5 16 1
SET 6 1 0
SET 6 4 0
SET 6 5 0
SET 6 6 1
SET 6 7 1
SET 6 8 1
SET 6 10 0
SET 6 11 0
SET 6 13 1
SET 6 15 1
SET 6 16 0
SET 7 0 1
SET 7 1 0
SET 7 2 1
SET 7 3 0
SET 7 5 0
SET 7 6 1
SET 7 7 1
SET 7 12 1
SET 7 14 0
SET 7 16 0
SET 7 18 1
SET 8 2 0
SET 8 3 1
SET 8 5 1
SET 8 7 1
SET 8 14 1
SET 8 18 0
SET 9 0 0
SET 9 2 1
SET 9 5 0
SET 9 6 1
SET 9 7 0
SET 9 8 1
SET 9 10 1
SET 9 12 0
SET 9 13 1
SET 9 14 0
SET 9 15 1
SET 9 17 0
SET 10 0 1
SET 10 3 1
SET 10 4 1
SET 10 5 0
SET 10 6 0
SET 10 7 1
SET 10 12 1
SET 10 13 1
SET 10 16 1
SET 10 17 1
SET 11 5 1
SET 11 6 1
SET 11 12 0
SET 11 13 0
SET 11 14 0
SET 11 15 0
SET 11 16 0
STORE Inhibit
EMPTY 8 2
SET 4 0 1
SET 4 1 1
SET 5 0 1
SET 7 0 1
SET 7 1 1
STORE Dane
SET 0 0 1
SET 1 0 1
SET 1 1 1
SET 2 0 1
SET 2 1 1
SET 3 0 1
SET 4 1 0
SET 5 0 0
SET 5 1 1
SET 7 1 0
STORE Taft
RECALL Burglar
SUBMATRIX 1 3 5
PGM Alexander.pgm 10 1
EMPTY 3 18
SET 0 1 1
SET 0 3 1
SET 0 5 1
SET 0 6 1
SET 0 7 1
SET 0 8 1
SET 0 11 1
SET 0 17 1
SET 1 0 1
SET 1 3 1
SET 1 5 1
SET 1 6 1
SET 1 7 1
SET 1 8 1
SET 1 10 1
SET 1 11 1
SET 1 12 1
SET 1 14 1
SET 1 15 1
SET 1 16 1
SET 1 17 1
SET 2 0 1
SET 2 3 1
SET 2 4 1
SET 2 5 1
SET 2 6 1
SET 2 7 1
SET 2 8 1
SET 2 9 1
SET 2 10 1
SET 2 11 1
SET 2 13 1
SET 2 14 1
SET 2 17 1
STORE Cargoes
SET 0 1 0
SET 0 2 1
SET 0 5 0
SET 0 6 0
SET 0 8 0
SET 0 9 1
SET 0 10 1
SET 0 11 0
SET 0 12 1
SET 0 13 1
SET 0 14 1
SET 0 16 1
SET 1 0 0
SET 1 1 1
SET 1 2 1
SET 1 4 1
SET 1 7 0
SET 1 9 1
SET 1 10 0
SET 1 11 0
SET 1 12 0
SET 1 14 0
SET 1 15 0
SET 1 17 0
SET 2 0 0
SET 2 1 1
SET 2 5 0
SET 2 6 0
SET 2 7 0
SET 2 9 0
SET 2 13 0
SET 2 17 0
STORE Brownish
EMPTY 9 9
SET 0 3 1
SET 0 6 1
SET 0 8 1
SET 1 0 1
SET 1 5 1
SET 2 0 1
SET 2 1 1
SET 2 2 1
SET 2 4 1
SET 2 6 1
SET 2 7 1
SET 3 3 1
SET 3 7 1
SET 4 2 1
SET 4 6 1
SET 4 7 1
SET 5 0 1
SET 5 3 1
SET 5 5 1
SET 5 8 1
SET 6 0 1
SET 6 1 1
SET 6 3 1
SET 6 4 1
SET 6 7 1
SET 7 0 1
SET 7 1 1
SET 7 3 1
SET 7 4 1
SET 7 5 1
SET 7 8 1
SET 8 0 1
SET 8 1 1
SET 8 4 1
SET 8 5 1
STORE Corona
SET 0 0 1
SET 0 3 0
SET 0 4 1
SET 0 6 0
SET 0 7 1
SET 1 1 1
SET 1 2 1
SET 1 3 1
SET 1 4 1
SET 1 6 1
SET 1 7 1
SET 1 8 1
SET 2 0 0
SET 2 1 0
SET 2 2 0
SET 2 3 1
SET 2 4 0
SET 2 8 1
SET 3 0 1
SET 3 2 1
SET 3 3 0
SET 3 4 1
SET 3 6 1
SET 3 7 0
SET 4 1 1
SET 4 2 0
SET 4 4 1
SET 4 5 1
SET 5 0 0
SET 5 1 1
SET 5 3 0
SET 5 4 1
SET 5 5 0
SET 6 2 1
SET 6 4 0
SET 6 5 1
SET 7 0 0
SET 7 2 1
SET 7 3 0
SET 7 4 0
SET 7 7 1
SET 7 8 0
SET 8 0 0
SET 8 2 1
SET 8 4 0
SET 8 6 1
SET 8 8 1
STORE Sophie
ALL
