READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-05-02-3-2.txt
STORE Mysterious
VAL 2 11
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-03-05-3-4.txt
STORE Pragmatic
PRODUCT Mysterious Pragmatic
STORE Skindive
PGM Aspheric.pgm 10 2
SET 7 9 1
SET 7 14 1
SET 7 20 0
SET 7 21 0
SET 8 1 1
SET 8 2 0
SET 8 4 1
SET 8 11 0
SET 8 14 0
SET 8 16 1
SET 8 17 1
SET 8 19 0
SET 9 3 0
SET 9 4 1
SET 9 5 1
SET 9 8 0
SET 9 11 0
SET 9 12 0
SET 9 17 1
SET 9 19 1
SET 9 21 0
SET 10 2 1
SET 10 7 1
SET 10 9 1
SET 10 11 1
SET 10 15 1
SET 10 16 1
SET 10 19 1
SET 10 21 0
STORE Abbas
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-06-07-4-3.txt
STORE Embrittle
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-04-03-4-2.txt
STORE Eel
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-09-07-4-4.txt
STORE Cognac
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-05-08-4-4.txt
STORE Canberra
RECALL Peace
+= 0 2
STORE Inspiration
PRINT 14
ALL
EMPTY 11 6
SET 0 1 1
SET 0 2 1
SET 0 3 1
SET 0 4 1
SET 0 5 1
SET 1 0 1
SET 2 5 1
SET 3 0 1
SET 3 1 1
SET 3 5 1
SET 4 0 1
SET 4 1 1
SET 4 2 1
SET 4 3 1
SET 4 4 1
SET 4 5 1
SET 5 0 1
SET 5 3 1
SET 6 0 1
SET 6 2 1
SET 6 3 1
SET 7 0 1
SET 7 3 1
SET 8 0 1
SET 8 4 1
SET 8 5 1
SET 9 0 1
SET 9 1 1
SET 9 3 1
SET 9 4 1
SET 10 0 1
SET 10 1 1
SET 10 5 1
STORE Occultate
RECALL Alteration
PRINT 4
RECALL Bluet
PRODUCT Impotent Rubbery
STORE Nelson
PRINT 19
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-09-05-4-0.txt
STORE Schoolmate
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-08-06-4-1.txt
STORE Pick
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-05-11-4-4.txt
STORE Sudanese
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-05-02-4-1.txt
STORE Along
RECALL Pensacola
+= 7 1
STORE Rapier
PGM Teahouse.pgm 2 4
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-09-07-4-0.txt
STORE Platelet
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-10-02-4-3.txt
STORE Multiplicity
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-03-02-3-3.txt
STORE Catalina
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-11-02-4-3.txt
STORE Steradian
RECALL Finch
SUBMATRIX 0 2 3 4 5
PRINT 7
RECALL Methuselah
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-07-07-4-0.txt
STORE Concave
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-03-03-3-3.txt
STORE Yves
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-07-05-4-4.txt
STORE Corrugate
READ /home/plank/cs140/Labs/Lab5/Test-Matrices/CM-06-09-4-1.txt
STORE Eastward
VAL 15 11
RECALL Embrittle
PGM Centipede.pgm 2 4
RECALL Embrittle
PGM Jurisprudent.pgm 3 0
ALL
EMPTY 2 14
SET 0 1 1
SET 0 4 1
SET 0 6 1
SET 0 9 1
SET 0 12 1
SET 1 1 1
SET 1 3 1
SET 1 6 1
SET 1 7 1
SET 1 11 1
SET 1 12 1
STORE Labradorite
SET 0 0 1
SET 0 2 1
SET 0 3 1
SET 0 5 1
SET 0 6 0
SET 0 9 0
SET 0 10 1
SET 0 12 0
SET 1 0 1
SET 1 4 1
SET 1 5 1
SET 1 6 0
SET 1 9 1
SET 1 11 0
STORE Intercalate
EMPTY 2 6
SET 0 4 1
SET 1 1 1
SET 1 2 1
SET 1 3 1
SET 1 4 1
STORE Cambridge
SET 0 2 1
SET 0 3 1
SET 0 4 0
SET 0 5 1
SET 1 0 1
SET 1 2 0
SET 1 4 0
SET 1 5 1
STORE Appease
EMPTY 16 12
SET 0 0 1
SET 0 1 1
SET 0 3 1
SET 0 5 1
SET 0 10 1
SET 1 0 1
SET 1 9 1
SET 1 10 1
SET 1 11 1
SET 2 0 1
SET 2 3 1
SET 2 4 1
SET 2 5 1
SET 2 8 1
SET 2 9 1
SET 3 0 1
SET 3 4 1
SET 3 5 1
SET 3 7 1
SET 3 9 1
SET 3 11 1
SET 4 0 1
SET 4 1 1
SET 4 2 1
SET 4 4 1
SET 4 6 1
SET 4 8 1
SET 4 10 1
SET 5 0 1
SET 5 1 1
SET 5 3 1
SET 5 4 1
SET 5 8 1
SET 5 10 1
SET 6 3 1
SET 6 5 1
SET 6 6 1
SET 6 8 1
SET 6 9 1
SET 6 10 1
SET 6 11 1
SET 7 2 1
SET 7 3 1
SET 7 5 1
SET 7 6 1
SET 7 8 1
SET 7 10 1
SET 8 1 1
SET 8 4 1
SET 8 6 1
SET 8 8 1
SET 8 9 1
SET 9 0 1
SET 9 7 1
SET 9 8 1
SET 9 11 1
SET 10 0 1
SET 10 2 1
SET 10 4 1
SET 10 5 1
SET 10 11 1
SET 11 0 1
SET 11 1 1
SET 11 2 1
SET 11 3 1
SET 11 4 1
SET 11 5 1
SET 11 9 1
SET 11 10 1
SET 11 11 1
SET 12 0 1
SET 12 8 1
SET 12 9 1
SET 13 3 1
SET 13 4 1
SET 13 5 1
SET 13 8 1
SET 14 1 1
SET 14 5 1
SET 14 7 1
SET 14 8 1
SET 14 9 1
SET 14 10 1
SET 14 11 1
SET 15 0 1
SET 15 1 1
SET 15 2 1
SET 15 4 1
SET 15 6 1
SET 15 9 1
SET 15 10 1
STORE Cocaine
RECALL Attire
PRINT 15
EMPTY 12 18
SET 0 0 1
SET 0 1 1
SET 0 2 1
SET 0 3 1
SET 0 6 1
SET 0 7 1
SET 0 8 1
SET 0 9 1
SET 0 10 1
SET 0 12 1
SET 0 14 1
SET 0 15 1
SET 1 0 1
SET 1 2 1
SET 1 4 1
SET 1 5 1
SET 1 8 1
SET 1 10 1
SET 1 14 1
SET 1 15 1
SET 1 16 1
SET 1 17 1
SET 2 1 1
SET 2 3 1
SET 2 7 1
SET 2 9 1
SET 2 12 1
SET 2 13 1
SET 3 0 1
SET 3 1 1
SET 3 4 1
SET 3 7 1
SET 3 8 1
SET 3 10 1
SET 3 11 1
SET 3 12 1
SET 3 14 1
SET 3 16 1
SET 4 2 1
SET 4 3 1
SET 4 4 1
SET 4 7 1
SET 4 9 1
SET 4 14 1
SET 5 3 1
SET 5 6 1
SET 5 9 1
SET 5 14 1
SET 5 16 1
SET 5 17 1
SET 6 0 1
SET 6 1 1
SET 6 3 1
SET 6 4 1
SET 6 5 1
SET 6 9 1
SET 6 15 1
SET 6 16 1
SET 6 17 1
SET 7 3 1
SET 7 4 1
SET 7 5 1
SET 7 7 1
SET 7 9 1
SET 7 10 1
SET 7 11 1
SET 7 12 1
SET 7 13 1
SET 7 14 1
SET 7 17 1
SET 8 3 1
SET 8 5 1
SET 8 16 1
SET 9 3 1
SET 9 4 1
SET 9 8 1
SET 9 11 1
SET 9 13 1
SET 9 15 1
SET 9 16 1
SET 10 0 1
SET 10 1 1
SET 10 2 1
SET 10 5 1
SET 10 6 1
SET 10 7 1
SET 10 11 1
SET 10 14 1
SET 10 15 1
SET 10 16 1
SET 10 17 1
SET 11 0 1
SET 11 4 1
SET 11 5 1
SET 11 6 1
SET 11 7 1
SET 11 8 1
SET 11 9 1
SET 11 11 1
SET 11 14 1
SET 11 15 1
STORE Holster
SET 0 0 0
SET 0 6 0
SET 0 8 0
SET 0 9 0
SET 0 10 0
SET 0 11 1
SET 0 13 1
SET 0 15 0
SET 0 17 1
SET 1 0 0
SET 1 4 0
SET 1 7 1
SET 1 9 1
SET 1 10 0
SET 1 12 1
SET 1 13 1
SET 1 16 0
SET 2 1 0
SET 2 3 0
SET 2 5 1
SET 2 9 0
SET 2 13 0
SET 2 14 1
SET 3 1 0
SET 3 2 1
SET 3 3 1
SET 3 4 0
SET 3 6 1
SET 3 8 0
SET 3 9 1
SET 3 11 0
SET 3 13 1
SET 3 14 0
SET 3 17 1
SET 4 2 0
SET 4 3 0
SET 4 5 1
SET 4 7 0
SET 4 8 1
SET 4 10 1
SET 4 12 1
SET 4 13 1
SET 4 14 0
SET 4 16 1
SET 5 3 0
SET 5 8 1
SET 5 9 0
SET 5 10 1
SET 5 15 1
SET 5 17 0
SET 6 0 0
SET 6 1 0
SET 6 2 1
SET 6 3 0
SET 6 5 0
SET 6 7 1
SET 6 11 1
SET 6 13 1
SET 7 1 1
SET 7 2 1
SET 7 3 0
SET 7 4 0
SET 7 8 1
SET 7 9 0
SET 7 14 0
SET 7 15 1
SET 8 1 1
SET 8 6 1
SET 8 8 1
SET 8 9 1
SET 8 10 1
SET 8 12 1
SET 8 13 1
SET 8 17 1
SET 9 0 1
SET 9 4 0
SET 9 5 1
SET 9 8 0
SET 9 10 1
SET 9 12 1
SET 9 13 0
SET 9 15 0
SET 9 16 0
SET 10 3 1
SET 10 7 0
SET 10 8 1
SET 10 9 1
SET 10 14 0
SET 10 15 0
SET 10 16 0
SET 11 0 0
SET 11 1 1
SET 11 4 0
SET 11 5 0
SET 11 6 0
SET 11 7 0
SET 11 8 0
SET 11 9 0
SET 11 11 0
SET 11 12 1
SET 11 14 0
SET 11 16 1
STORE Packard
EMPTY 15 7
SET 0 1 1
SET 0 2 1
SET 0 3 1
SET 0 4 1
SET 0 5 1
SET 1 3 1
SET 1 5 1
SET 1 6 1
SET 2 0 1
SET 2 1 1
SET 2 2 1
SET 2 4 1
SET 2 6 1
SET 3 0 1
SET 3 2 1
SET 3 3 1
SET 3 4 1
SET 3 5 1
SET 3 6 1
SET 4 1 1
SET 4 2 1
SET 4 4 1
SET 5 6 1
SET 6 1 1
SET 6 2 1
SET 6 3 1
SET 6 4 1
SET 6 5 1
SET 6 6 1
SET 7 0 1
SET 7 1 1
SET 7 2 1
SET 7 4 1
SET 8 0 1
SET 8 3 1
SET 8 5 1
SET 8 6 1
SET 9 0 1
SET 9 1 1
SET 9 5 1
SET 10 0 1
SET 10 3 1
SET 10 4 1
SET 10 5 1
SET 11 0 1
SET 11 2 1
SET 11 3 1
SET 11 4 1
SET 11 5 1
SET 11 6 1
SET 12 0 1
SET 12 4 1
SET 13 0 1
SET 13 1 1
SET 13 2 1
SET 13 4 1
SET 13 6 1
SET 14 3 1
SET 14 4 1
SET 14 5 1
STORE Footwork
SET 0 0 1
SET 0 1 0
SET 0 2 0
SET 0 3 0
SET 0 5 0
SET 0 6 1
SET 1 0 1
SET 1 1 1
SET 1 3 0
SET 1 6 0
SET 2 3 1
SET 2 4 0
SET 2 6 0
SET 3 0 0
SET 3 1 1
SET 3 2 0
SET 3 3 0
SET 3 5 0
SET 3 6 0
SET 4 1 0
SET 4 2 0
SET 4 3 1
SET 4 4 0
SET 4 6 1
SET 5 0 1
SET 5 1 1
SET 5 2 1
SET 6 2 0
SET 6 3 0
SET 6 4 0
SET 6 6 0
SET 7 1 0
SET 7 5 1
SET 7 6 1
SET 8 0 0
SET 8 2 1
SET 8 5 0
SET 8 6 0
SET 9 0 0
SET 9 1 0
SET 9 2 1
SET 9 4 1
SET 9 5 0
SET 9 6 1
SET 10 1 1
SET 10 4 0
SET 10 5 0
SET 10 6 1
SET 11 0 0
SET 11 1 1
SET 12 0 0
SET 12 3 1
SET 12 4 0
SET 12 5 1
SET 13 1 0
SET 13 6 0
SET 14 0 1
SET 14 2 1
SET 14 3 0
SET 14 4 0
SET 14 5 0
SET 14 6 1
STORE Transgressor
VAL 12 5
RECALL Canberra
PRINT 7
EMPTY 13 8
STORE Amygdaloid
ALL
